"","player","player_id","position","team_name","player_game_count","avg_depth_of_target","avoided_tackles","caught_percent","contested_catch_rate","contested_receptions","contested_targets","declined_penalties","drop_rate","drops","first_downs","franchise_id","fumbles","grades_hands_drop","grades_hands_fumble","grades_offense","grades_pass_block","grades_pass_route","inline_rate","inline_snaps","interceptions","longest","pass_block_rate","pass_blocks","pass_plays","penalties","receptions","route_rate","routes","slot_rate","slot_snaps","targeted_qb_rating","targets","touchdowns","wide_rate","wide_snaps","yards","yards_after_catch","yards_after_catch_per_reception","yards_per_reception","yprr","Year","Height..in.","Weight..lbs.","X40.Yard","Bench.Press","Vert.Leap..in.","Broad.Jump..in.","Shuttle","X3Cone"
"141","Chad Hansen",11896,"WR","CAL",10,11.6,7,63.9,NA,0,0,0,4.2,4,53,130,0,81.4,76.8,85.8,60.5,85.5,0,0,2,70,0.2,1,427,1,92,93.4,399,2.6,11,111.1,144,11,97,414,1248,445,4.8,13.6,3.13,2017,73.75,202,4.53,11,35,119,4.13,6.74
"142","Amba Etta-Tawo",12034,"WR","SYRACUSE",12,12.6,12,65.7,NA,0,0,0,6,6,57,304,0,74.9,76.7,76.9,NA,79.2,0,0,6,81,0,0,624,5,94,95.2,594,17.1,107,115.1,143,14,82.9,517,1480,646,6.9,15.7,2.49,2017,73.25,208,4.49,14,31,126,4.32,6.95
"143","Mike Williams",11762,"WR","CLEMSON",15,12.7,22,69.5,NA,0,0,0,5.8,6,63,140,2,79.1,41.5,91.3,NA,91.2,0,0,5,50,0,0,431,2,98,94.2,406,5.6,24,111.3,141,11,94.4,407,1357,393,4,13.8,3.34,2017,75.75,218,4.54,15,32.5,121,NA,NA
"144","Kenny Golladay",11851,"WR","N ILLINOIS",12,13.3,8,61.7,NA,0,0,0,4.4,4,52,254,1,83.3,64.7,87.2,NA,85.2,0,0,1,49,0,0,409,2,87,96.3,394,7.1,29,103.6,141,8,92.4,378,1156,301,3.5,13.3,2.93,2017,75.75,218,4.5,18,35.5,120,4.15,7
"145","Keevan Lucas",47572,"WR","TULSA",13,13.5,12,59.9,NA,0,0,0,12.8,12,51,320,1,53.2,58.7,74.1,NA,74.8,0.2,1,6,74,0,0,491,4,82,94.9,466,96.5,474,106.2,137,15,3.1,15,1184,360,4.4,14.4,2.54,2017,69.13,192,4.55,11,32.5,119,4.43,7.23
"146","Isaiah Ford",11991,"WR","VA TECH",14,13.7,6,57.7,NA,0,0,0,8.1,7,57,337,0,70.3,77.3,79.5,NA,80.5,0,0,1,53,0,0,506,0,79,96,486,1.8,9,97.4,137,7,98.2,497,1094,325,4.1,13.8,2.25,2017,73.25,194,4.61,14,35.5,127,4.34,6.94
"147","Carlos Henderson",11837,"WR","LA TECH",13,15.2,48,59.9,NA,0,0,0,4.7,4,64,208,0,80.4,80.3,90.7,NA,90.4,0,0,7,83,0,0,444,4,82,97.1,431,4.7,21,116.8,137,19,95,422,1530,785,9.6,18.7,3.55,2017,70.75,199,4.46,13,36,131,4.35,7.18
"148","Corey Davis",11760,"WR","W MICHIGAN",14,11.2,16,72.1,NA,0,0,0,10.1,11,61,347,0,58.6,77.3,90.7,NA,90.3,0,0,2,70,0,0,442,1,98,95.9,424,28.3,125,141.9,136,19,71.7,317,1512,710,7.2,15.4,3.57,2017,74.75,209,NA,NA,NA,NA,4.28,NA
"149","Gabe Marks",12245,"WR","WASH STATE",13,10.7,4,68.5,NA,0,0,1,4.3,4,44,341,0,84.3,76.8,70,NA,69.8,0,0,1,53,0,0,567,2,89,94.4,535,12.3,70,117.9,130,13,86.9,493,894,319,3.6,10,1.67,2017,70.75,189,4.56,11,29.5,117,4.2,7.01
"150","Ryan Switzer",11888,"WR","N CAROLINA",13,8.1,9,77,NA,0,0,0,3,3,49,245,1,90,68.8,79.8,61.9,81.1,0,0,1,75,0.2,1,427,1,97,94.6,404,86.9,371,115.6,126,6,12.4,53,1114,556,5.7,11.5,2.76,2017,68.5,181,4.51,11,32,116,4,6.77
"151","John Ross",11764,"WR","WASHINGTON",14,12.2,18,65.9,NA,0,0,0,4.7,4,50,340,3,82.2,31.2,86.8,NA,85.8,0.3,1,1,70,0,0,392,3,81,95.4,374,10.5,41,131.7,123,17,89.3,350,1139,385,4.8,14.1,3.05,2017,70.75,188,4.22,NA,37,133,4.33,NA
"152","Robert Davis",11964,"WR","GA STATE",12,13,10,54.9,NA,0,0,0,4.3,3,41,175,1,82.1,51.8,74.5,NA,73.1,0,0,2,65,0,0,419,0,67,96.7,405,11.5,48,87.7,122,5,88.5,371,968,402,6,14.4,2.39,2017,74.75,219,4.44,19,41,136,4.28,6.82
"153","Josh Atkinson",48293,"WR","TULSA",13,11.7,8,65,NA,0,0,0,3.7,3,53,320,1,85.5,55.1,76,NA,77.2,0,0,3,64,0,0,486,1,78,94.7,460,1.4,7,104.8,120,8,98.6,479,1058,337,4.3,13.6,2.3,2017,72.25,200,4.74,12,33,115,4.39,7.03
"154","Fred Ross",12091,"WR","MISS STATE",13,10.7,4,61.5,NA,0,0,0,8.9,7,43,227,1,63.3,68.9,75.7,NA,75.2,0,0,3,60,0,0,421,0,72,93.6,394,52.5,221,109.5,117,12,47.3,199,917,348,4.8,12.7,2.33,2017,72.63,213,4.51,10,35,113,4.28,6.99
"155","JuJu Smith-Schuster",11817,"WR","USC",13,11.2,9,66.7,NA,0,0,0,5.4,4,40,326,0,78.4,76.2,71.6,NA,73,0.2,1,2,67,0,0,443,2,70,96.6,428,14.7,65,117.7,105,10,84,372,914,384,5.5,13.1,2.14,2017,73.25,215,4.54,15,32.5,120,5.01,6.93
"156","Dede Westbrook",11865,"WR","OKLAHOMA",13,11.4,20,76.9,NA,0,0,0,4.8,4,53,261,1,86.4,65.9,91.2,61,91.3,0.3,1,2,88,0.3,1,396,2,80,94.2,373,13.9,55,149.8,104,17,85.6,339,1518,778,9.7,19,4.07,2017,71.63,178,4.39,8,34.5,120,4.34,7.2
"157","Ishmael Zamora",12252,"WR","BAYLOR",10,9.2,8,60.6,NA,0,0,0,13.7,10,36,118,3,49,24.1,64.3,NA,63.9,0,0,1,81,0,0,415,2,63,94,390,4.6,19,106.6,104,8,95.2,395,809,401,6.4,12.8,2.07,2017,75.5,224,4.53,13,34,120,4.31,7.16
"158","Jerome Lane",26262,"WR","AKRON",12,15.2,7,60.2,NA,0,0,1,6.1,4,44,102,2,72.1,29.4,74,NA,73.4,0.2,1,6,91,0,0,446,4,62,92.2,411,2,9,88.5,103,6,97.8,436,1016,323,5.2,16.4,2.47,2017,74.13,226,4.6,16,35,125,4.12,6.87
"159","Amara Darboh",11861,"WR","MICHIGAN",13,14.9,7,56.4,NA,0,0,0,9.5,6,37,222,0,64.8,74.5,81,NA,78.9,0,0,1,46,0,0,363,1,57,97,352,9.1,33,103.7,101,7,90.9,330,862,312,5.5,15.1,2.45,2017,73.75,214,4.45,17,36,124,4.26,6.81
"160","Stacy Coley",11974,"WR","MIAMI FL",13,12.5,9,62.4,NA,0,0,0,7.4,5,33,220,0,76.5,74.8,69.9,NA,72.6,0,0,3,55,0,0,400,12,63,96,384,44.5,178,102.5,101,9,55.5,222,754,325,5.2,12,1.96,2017,72.13,195,4.45,10,34,122,4.39,7.19
"161","Zach Pascal",12303,"WR","DOMINION",13,13.8,6,64.4,NA,0,0,0,5.8,4,45,263,0,77,80.1,79.1,NA,79.3,0.3,1,1,53,0,0,372,2,65,94.1,350,49.5,184,120.3,101,9,47.8,178,946,270,4.2,14.6,2.7,2017,73.75,219,4.55,14,36,126,4.29,7.11
"162","Travis Rudolph",47997,"WR","FLORIDA ST",13,12.5,13,56,NA,0,0,1,6.7,4,38,167,0,74.1,74.4,71,NA,70.8,0.4,2,2,58,0,0,477,6,56,94.1,449,36.1,172,98.8,100,7,63.3,302,840,261,4.7,15,1.87,2017,72.25,189,4.65,12,31.5,114,4.46,6.93
"163","Rodney Adams",11925,"WR","USF",13,7,23,71.4,NA,0,0,0,4.1,3,28,327,5,78.7,20.4,76.2,NA,72.7,0,0,3,84,0,0,335,1,70,96.7,324,81.2,272,101.2,98,5,18.8,63,831,684,9.8,11.9,2.56,2017,73.25,189,4.44,8,29.5,125,4.28,6.98
"164","DeAngelo Yancey",11930,"WR","PURDUE",12,15.3,4,50.5,NA,0,0,0,5.8,3,37,273,0,75.9,73.8,64.1,NA,64.5,0.2,1,7,88,0,0,580,1,49,94,545,4.5,26,89.3,97,10,95.3,553,951,317,6.5,19.4,1.74,2017,73.63,220,4.53,21,35.5,121,4.27,6.84
"165","Drew Morgan",48073,"WR","ARKANSAS",13,9.2,12,68,NA,0,0,0,2.9,2,41,111,2,87.1,26.2,75.3,61,77.9,0.3,1,3,36,0.3,1,357,2,66,93.8,335,34.7,124,88.3,97,3,64.1,229,747,373,5.7,11.3,2.23,2017,71.75,190,4.74,10,30,112,4.12,6.85
"166","Artavis Scott",12044,"WR","CLEMSON",15,4.4,18,79.2,NA,0,0,0,6.2,5,37,140,1,77,70.4,67.2,NA,67.7,0,0,1,28,0,0,454,3,76,94.7,430,34.8,158,106.5,96,5,65,295,618,529,7,8.1,1.44,2017,70.25,193,4.61,13,31,116,4.49,7.19
"167","Josh Reynolds",11872,"WR","TEXAS A&M",13,14.7,4,64.9,NA,0,0,0,9,6,47,312,0,66.1,74.8,82.2,NA,83.4,0,0,4,92,0,0,466,0,61,95.5,445,3.6,17,124.1,94,12,96.4,449,1039,300,4.9,17,2.33,2017,74.75,194,4.52,NA,37,124,4.13,6.83
"168","Chris Godwin",11839,"WR","PENN STATE",14,15.5,9,64.1,NA,0,0,0,7.8,5,41,266,0,69.6,74.7,78.7,NA,76.6,0,0,1,72,0,0,445,1,59,95.5,425,1.6,7,135.1,92,11,98.4,438,982,266,4.5,16.6,2.31,2017,73,209,4.42,19,36,125,4,7.01
"169","R.J. Shelton",38941,"WR","MICH STATE",12,9.3,9,63.9,NA,0,0,0,3.6,2,30,223,0,83.8,80.4,77.7,64.4,78.5,0.3,1,2,86,0.3,1,365,0,53,92.9,339,65.5,239,104.9,83,5,34,124,789,443,8.4,14.9,2.33,2017,70.25,200,4.64,17,32,109,4.23,6.91
"170","Bug Howard",12125,"WR","N CAROLINA",13,15.1,2,65.4,NA,0,0,0,5.4,3,37,245,0,78,74.2,73.7,62.1,72,0,0,1,68,0.2,1,431,3,53,94.9,409,6.3,27,126.9,81,8,93.7,404,827,192,3.6,15.6,2.02,2017,75.63,221,4.58,15,37.5,119,4.14,6.95
"171","Darreus Rogers",12265,"WR","USC",13,11.2,11,71.8,NA,0,0,0,3.4,2,40,326,0,84.1,74.3,71,61,71.1,0.2,1,1,46,0.2,1,471,5,56,96.2,453,9.1,43,110.8,78,4,90.2,425,696,245,4.4,12.4,1.54,2017,72.63,216,4.9,8,26.5,112,4.54,7.22
"172","ArDarius Stewart",11834,"WR","ALABAMA",12,9.3,18,70.1,NA,0,0,0,6.9,4,29,103,1,73,56.4,76.3,63.9,73.3,2,7,5,71,0.3,1,342,2,54,95,325,21.9,75,113.8,77,8,73.7,252,845,569,10.5,15.6,2.6,2017,71.25,204,4.49,NA,34,124,4.21,NA
"173","Josh Malone",11883,"WR","TENNESSEE",13,15.9,7,67.6,NA,0,0,0,5.7,3,39,307,0,76.7,80,75,NA,75.7,0,0,1,67,0,0,411,3,50,97.1,399,10.7,44,144.4,74,11,89.3,367,972,292,5.8,19.4,2.44,2017,74.63,208,4.4,10,30.5,121,4.19,7.05
"174","Shelton Gibson",11921,"WR","W VIRGINIA",13,19.2,10,59.7,NA,0,0,0,8.5,4,28,343,0,66.6,77.3,70.6,NA,73.2,0,0,1,71,0,0,390,7,43,94.6,369,7.2,28,135.2,72,8,92.8,362,951,208,4.8,22.1,2.58,2017,71.13,191,4.5,8,32,118,4.2,6.83
"175","Jamari Staples",48206,"WR","LOUISVILLE",12,16,5,50,NA,0,0,0,12.2,5,29,210,0,55.1,72.4,64.2,NA,63.1,0,0,1,55,0,0,398,1,36,95.5,380,6.3,25,82.8,72,2,93.7,373,615,200,5.6,17.1,1.62,2017,75,195,4.51,NA,36,130,4.14,NA
"176","Quincy Adeboyejo",12085,"WR","OLE MISS",12,12.9,2,49.3,NA,0,0,0,12.5,5,22,226,0,54.3,72.3,60.6,NA,59.1,0,0,3,30,0,0,419,1,35,95.7,401,6.7,28,57,71,1,93.3,391,456,117,3.3,13,1.14,2017,74.75,197,4.42,8,34.5,123,4.14,6.73
"177","James Quick",12305,"WR","LOUISVILLE",13,16.1,3,66.2,NA,0,0,0,15.1,8,23,210,2,46.1,25.2,64.2,NA,62.5,0.6,2,2,72,0,0,346,2,45,96.5,334,43.1,149,121.5,68,6,56.4,195,769,224,5,17.1,2.3,2017,72.25,186,4.6,11,31,115,4.39,7
"178","Keon Hatcher",12249,"WR","ARKANSAS",12,13.4,7,65.7,NA,0,0,0,2.2,1,35,111,0,86.2,75.5,81.3,65.2,80.1,0.3,1,2,73,0.6,2,310,4,44,93.5,290,15.5,48,130.2,67,8,83.2,258,743,258,5.9,16.9,2.56,2017,73.25,212,4.64,16,NA,NA,4.28,NA
"179","Isaiah McKenzie",11927,"WR","GEORGIA",13,9.1,11,67.7,NA,0,0,1,13.7,7,28,173,0,49.9,85.8,79.5,NA,80.2,0,0,1,77,0,0,230,2,44,95.2,219,91.7,211,128.6,65,7,7.8,18,633,429,9.8,14.4,2.89,2017,67.25,173,4.42,11,36,123,4.15,6.64
"180","Malachi Dupre",12002,"WR","LSU",12,14.2,3,63.1,NA,0,0,0,6.8,3,26,211,0,71.6,73,79.2,67.7,80.1,1.2,3,3,63,0.4,1,243,1,41,95.5,232,67.5,164,88.8,65,3,31.3,76,593,164,4,14.5,2.56,2017,74.13,196,4.52,11,39.5,135,4.26,7.19
"181","Jehu Chesson",11894,"WR","MICHIGAN",13,13.9,1,56.5,NA,0,0,0,5.4,2,19,222,1,75.6,47.9,65,NA,65.2,1.4,4,3,40,0,0,291,3,35,97.3,283,25.8,75,73.3,62,2,72.2,210,500,113,3.2,14.3,1.77,2017,74.75,204,4.47,10,35.5,132,4.09,6.7
"182","Michael Rector",12189,"WR","STANFORD",13,18.3,0,54.2,NA,0,0,0,8.6,3,18,300,0,65.8,78.9,63.7,NA,62.5,0,0,3,44,0,0,301,3,32,94.7,285,16.6,50,69,59,3,83.4,251,367,68,2.1,11.5,1.29,2017,72.13,193,4.42,13,36.5,129,4.19,6.77
"183","Robert Wheelwright",47887,"WR","WISCONSIN",14,10.9,6,60.3,NA,0,0,0,10.3,4,24,349,0,61.1,72.3,66.9,NA,65.4,0,0,5,47,0,0,301,1,35,97.7,294,30.6,92,54.8,58,1,69.4,209,454,215,6.1,13,1.54,2017,73.88,205,4.6,15,38,128,4.14,6.68
"184","Jordan Westerkamp",47515,"WR","NEBRASKA",10,10.2,11,66.7,NA,0,0,0,0,0,27,238,0,90.7,74.1,85.6,NA,84.8,0,0,0,55,0,0,221,2,38,95.5,211,95,210,125.3,57,5,5,11,526,266,7,13.8,2.49,2017,71.25,194,NA,NA,NA,NA,NA,NA
"185","Tony Stevens",12143,"WR","AUBURN",11,14.1,4,58.5,NA,0,0,0,11.4,4,23,115,0,57.5,71.9,72,NA,70.5,1.3,3,2,48,0,0,232,1,31,96.6,224,15.1,35,92.3,53,3,83.6,194,487,165,5.3,15.7,2.17,2017,76,212,4.49,12,34.5,126,4.34,7.15
"186","Ricky Seals-Jones",12020,"WR","TEXAS A&M",11,10,6,49.1,NA,0,0,0,10.3,3,18,312,1,60.5,29.5,56.8,69.6,57.1,10.3,37,1,47,1.4,5,359,3,26,94.7,340,86.9,312,67.6,53,1,1.9,7,333,147,5.7,12.8,0.98,2017,76.63,243,4.69,17,28,121,4.33,7.46
"187","Kendall Sanders",47807,"WR","ARK STATE",13,12,3,73.1,NA,0,0,0,7.3,3,22,113,0,69.7,72.9,71.1,NA,70.6,0,0,2,75,0,0,241,0,38,97.5,235,12,29,130.8,52,7,87.6,211,553,309,8.1,14.6,2.35,2017,70.88,196,4.56,15,39,128,4.62,7.55
"188","Travin Dural",12219,"WR","LSU",11,14.3,6,54.9,NA,0,0,0,0,0,18,211,0,89.2,72.1,67.6,NA,68.1,0,0,0,21,0,0,244,1,28,97.1,237,12.3,30,77.2,51,1,86.9,212,280,76,2.7,10,1.18,2017,73,202,4.57,NA,30.5,116,4.55,7.29
"189","Jalen Williams",47734,"WR","UMASS",11,18.3,6,54,NA,0,0,0,15.6,5,20,216,1,49.4,31.2,67.1,71.5,66.7,2.1,6,2,74,1.8,5,280,1,27,92.9,260,21.1,59,113.3,50,6,76.8,215,520,146,5.4,19.3,2,2017,74.38,209,4.55,14,40.5,119,NA,NA
"190","Kermit Whitfield",12177,"WR","FLORIDA ST",13,8.9,4,68,NA,0,0,0,10.5,4,19,167,0,60.3,78,69,NA,66.4,0,0,1,28,0,0,278,0,34,96,267,80.2,223,90,50,1,19.4,54,395,206,6.1,11.6,1.48,2017,67.75,185,4.44,8,32.5,120,4.37,7.17
"191","Trey Griffey",12123,"WR","ARIZONA",12,15.1,8,46.9,NA,0,0,0,8,2,16,109,0,62.2,70.7,61,NA,59.3,0,0,1,42,0,0,374,1,23,93,348,4.8,18,78.8,49,2,95.2,356,382,128,5.6,16.6,1.1,2017,74.13,209,4.59,17,32.5,118,4.5,7.32
"192","Noah Brown",11993,"WR","OHIO STATE",13,12.6,8,65.3,NA,0,0,0,8.6,3,20,260,0,65.7,72,76.3,NA,74.1,0.4,1,0,37,0,0,258,3,32,93.8,242,13.2,34,130.3,49,7,86.4,223,402,98,3.1,12.6,1.66,2017,74,222,4.56,19,NA,NA,4.33,7.07
"193","Speedy Noil",12351,"WR","TEXAS A&M",10,13.1,6,43.8,NA,0,0,1,12.5,3,18,312,0,56.3,71.9,62.3,NA,60.8,0,0,1,48,0,0,272,2,21,96.3,262,9.2,25,72,48,2,90.8,247,325,152,7.2,15.5,1.24,2017,71.13,199,4.45,18,43.5,133,NA,NA
"194","Justin Hardee",18348,"WR","ILLINOIS",12,14,3,53.2,NA,0,0,0,10.7,3,11,187,0,59.7,71.5,58.7,54.4,56.7,0,0,1,37,0.3,1,286,1,25,95.1,272,3.1,9,65.4,47,0,96.9,277,314,116,4.6,12.6,1.15,2017,72.63,197,4.36,17,34.5,129,4.26,7.28
"195","Alonzo Moore",12140,"WR","NEBRASKA",11,14.6,0,48.8,NA,0,0,1,9.1,2,11,238,0,63.8,72.2,66.3,NA,66.5,0.6,1,2,63,0,0,168,4,20,93.5,157,7.7,13,76.8,41,2,91.7,154,375,147,7.4,18.8,2.39,2017,72.88,199,4.47,NA,32,119,4.17,6.79
"196","Ishmael Adams",48254,"WR","UCLA",10,10.4,7,57.1,NA,0,0,0,9.1,2,11,324,0,64.7,83.8,64,70.8,65.2,0,0,1,27,0.7,1,143,1,20,95.1,136,56.6,81,59.1,35,0,39.9,57,179,102,5.1,9,1.32,2017,67.88,186,4.5,15,27,111,4.25,7.03
"197","Ryan Timmons",47565,"WR","KENTUCKY",13,7.6,5,69.7,NA,0,0,0,4.2,1,16,202,0,76.7,71.2,64.8,64.7,63,0,0,1,32,0.5,1,203,3,23,96.1,195,96.1,195,81.1,33,0,3.9,8,266,158,6.9,11.6,1.36,2017,70,201,4.47,15,32,111,4.37,7.13
"198","Dontre Wilson",12046,"WR","OHIO STATE",12,8.6,5,84.4,NA,0,0,0,10,3,17,260,0,63.6,63.7,68,68.3,71.4,1.2,2,0,43,0.6,1,164,0,27,95.7,157,89.6,147,152.1,32,5,1.2,2,352,153,5.7,13,2.24,2017,70.13,183,4.58,NA,33,112,4.1,6.96
"199","Mack Hollins",11873,"WR","N CAROLINA",7,18,0,51.6,NA,0,0,0,5.9,1,11,245,0,70.9,69.5,65.2,NA,65.7,3.2,5,1,71,0,0,157,1,16,92.4,145,5.1,8,112.8,31,4,91.7,144,309,52,3.3,19.3,2.13,2017,75.75,221,4.53,NA,NA,NA,NA,NA
"200","Marcus Davis",47943,"WR","AUBURN",10,9.8,1,56.7,NA,0,0,0,26.1,6,5,115,0,24.6,79.9,53.3,NA,49.2,0,0,1,33,0,0,139,0,17,97.1,135,51.1,71,57.6,30,0,48.2,67,160,46,2.7,9.4,1.19,2017,69,179,4.53,NA,31.5,114,4.46,7.49
"201","Reggie Davis",48079,"WR","GEORGIA",12,16.8,0,40.9,NA,0,0,0,10,1,6,173,0,61,74.5,54.4,NA,55.3,0,0,0,32,0,0,157,1,9,97.5,153,5.1,8,57.2,22,0,94.9,149,111,45,5,12.3,0.73,2017,71.63,158,4.36,4,32,115,4.12,6.94
"202","Deante Gray",12033,"WR","TCU",10,10.3,0,45.5,NA,0,0,0,28.6,4,6,305,0,24.8,17.5,54.5,NA,55.1,0,0,3,39,0,0,114,1,10,97.4,111,88.6,101,22.9,22,0,8.8,10,119,29,2.9,11.9,1.07,2017,67.88,184,4.43,12,32.5,115,4.28,7.01
"203","Dwayne Stanford",47825,"WR","OREGON",5,13.9,1,76.5,NA,0,0,0,0,0,10,264,1,82.7,23.1,66.4,NA,66.6,0,0,1,33,0,0,98,2,13,98,96,11.2,11,103.8,17,1,86.7,85,175,61,4.7,13.5,1.82,2017,75.25,213,NA,17,NA,NA,NA,NA
"204","Ahmad Fulwood",12220,"WR","FLORIDA",13,17.1,2,53.8,NA,0,0,0,0,0,6,163,0,78.5,66.7,70.7,63.8,66.2,2.4,2,2,30,0,0,84,0,7,97.6,82,31,26,68.9,13,1,66.7,56,112,29,4.1,16,1.37,2017,76.13,202,4.51,NA,34.5,124,4.38,7.29
"205","Francis Owusu",47655,"WR","STANFORD",9,16.2,2,72.7,NA,0,0,0,0,0,2,300,1,80.1,19.1,63.3,NA,59.1,1,1,2,45,0,0,97,1,8,91.8,89,41.2,40,96.2,11,1,57.7,56,113,20,2.5,14.1,1.27,2017,74.5,221,4.37,12,39,127,4.13,7.07
"206","Corey Smith",47999,"WR","OHIO STATE",7,6,0,75,NA,0,0,0,0,0,1,260,0,77.5,17.6,57.2,NA,56.6,0,0,0,18,0,0,61,0,6,95.1,58,23,14,82.3,8,0,77,47,34,32,5.3,5.7,0.59,2017,72.25,183,4.71,NA,35,117,4.23,7.28
"207","Chris Thompson",12330,"WR","FLORIDA",3,16,0,0,NA,0,0,0,NA,0,0,163,0,NA,6.8,52.9,NA,53,0,0,0,0,0,0,14,0,0,71.4,10,14.3,2,39.6,1,0,85.7,12,0,0,NA,NA,0,2017,71.13,171,4.48,6,34.5,121,4.25,7
"208","Michael Gallup",26075,"WR","COLO STATE",13,12,20,61.3,54.3,19,35,0,7.4,8,65,144,0,76.7,77.1,91.3,NA,91.5,0,0,1,76,0,0,472,2,100,94.1,444,10.6,50,101.1,163,7,89.4,422,1413,657,6.6,14.1,3.18,2018,72.75,205,4.51,10,36,122,4.37,6.95
"209","Trey Quinn",38276,"WR","SMU",13,8.2,13,74,57.1,12,21,0,1.7,2,64,287,0,93.3,80,89.8,63.1,89.8,0,0,4,77,0.2,1,497,0,114,95,472,34,169,114.5,154,13,65.4,325,1236,552,4.8,10.8,2.62,2018,71.38,203,4.55,17,33.5,116,4.19,6.91
"210","Anthony Miller",48160,"WR","MEMPHIS",13,11.7,19,64,41.7,10,24,0,11.1,12,61,218,3,58.2,38.1,86.2,NA,88.6,1.3,6,2,89,0,0,448,5,96,94,421,37.1,166,130,150,18,61.2,274,1459,713,7.4,15.2,3.47,2018,71.13,201,4.5,22,39,125,4.26,6.65
"211","D.J. Moore",48267,"WR","MARYLAND",12,11.3,20,60.6,40.7,11,27,0,8,7,46,215,0,70.1,81.5,83.2,NA,81.4,0.5,2,3,52,0,0,391,0,80,93.4,365,19.4,76,95.9,132,8,78.8,308,1033,475,5.9,12.9,2.83,2018,72,210,4.42,15,39.5,132,4.07,6.95
