"","player","player_id","position","team_name","player_game_count","avg_depth_of_target","avoided_tackles","caught_percent","contested_catch_rate","contested_receptions","contested_targets","declined_penalties","drop_rate","drops","first_downs","franchise_id","fumbles","grades_hands_drop","grades_hands_fumble","grades_offense","grades_pass_block","grades_pass_route","inline_rate","inline_snaps","interceptions","longest","pass_block_rate","pass_blocks","pass_plays","penalties","receptions","route_rate","routes","slot_rate","slot_snaps","targeted_qb_rating","targets","touchdowns","wide_rate","wide_snaps","yards","yards_after_catch","yards_after_catch_per_reception","yards_per_reception","yprr","Year","Height..in.","Weight..lbs.","X40.Yard","Bench.Press","Vert.Leap..in.","Broad.Jump..in.","Shuttle","X3Cone"
"212","Deontay Burnett",47477,"WR","USC",14,10.5,14,66.2,50,8,16,0,3.4,3,51,326,1,87.5,57.5,83.3,NA,84.6,1.9,9,4,42,0,0,479,2,86,96.9,464,84.1,403,102.9,130,9,12.7,61,1106,500,5.8,12.9,2.38,2018,71.63,186,NA,NA,NA,NA,NA,NA
"213","Cedrick Wilson",48170,"WR","BOISE ST",14,14,10,63.8,68.4,13,19,0,6.7,6,58,120,0,75.4,78.8,88.9,NA,89.3,0.4,2,1,65,0,0,462,1,83,94.8,438,15.2,70,118.5,130,7,84.2,389,1511,583,7,18.2,3.45,2018,74.25,197,4.55,9,37,121,4.23,6.89
"214","Courtland Sutton",48164,"WR","SMU",13,14.6,13,53.5,46.4,13,28,0,6.8,5,47,287,0,69.3,75.5,78,NA,77.9,0,0,4,62,0,0,513,5,68,95.5,490,16.6,85,100.7,127,12,83.4,428,1085,358,5.3,16,2.21,2018,75.38,218,4.54,18,35.5,124,4.11,6.57
"215","Allen Lazard",48135,"WR","IOWA STATE",13,12,3,56.3,39.5,17,43,0,9,7,54,193,0,59.1,77.7,80.3,NA,79.6,0,0,1,36,0,0,496,3,71,95.2,472,14.9,74,103.3,126,10,85.1,422,941,265,3.7,13.3,1.99,2018,76.63,227,4.55,17,38,122,4.33,7.11
"216","Jaleel Scott",48097,"WR","NEW MEX ST",13,14.2,2,62.3,51.4,18,35,0,7.3,6,49,242,1,72.6,54.8,75.9,NA,75.4,0,0,3,41,0,0,598,3,76,96.8,579,12.4,74,105.2,122,9,87.6,524,1078,201,2.6,14.2,1.86,2018,76.75,218,4.56,16,34.5,124,4.4,7.2
"217","Keke Coutee",47698,"WR","TEXAS TECH",13,8.3,19,76.9,20,3,15,0,7.9,8,62,315,0,74.5,78.2,83.3,NA,85.8,0,0,1,77,0,0,486,4,93,95.1,462,94,457,139.4,121,10,5.3,26,1429,775,8.3,15.4,3.09,2018,69.75,181,4.43,14,34.5,113,4.15,6.93
"218","Simmie Cobbs",28580,"WR","INDIANA",12,11.2,13,60,42.1,16,38,0,11.1,9,42,190,2,59.4,32.5,66,62.1,66.6,0,0,3,35,0.2,1,584,3,72,93.5,546,9.9,58,92.9,120,8,90.1,526,836,195,2.7,11.6,1.53,2018,75.13,220,4.64,11,30,113,4.32,6.7
"219","James Washington",47792,"WR","OKLA STATE",13,18.9,7,61.7,48,12,25,0,6.3,5,55,262,1,76.1,55.2,85.7,NA,86.7,0,0,3,86,0,0,470,2,74,94.5,444,8.1,38,131.3,120,13,91.7,431,1546,407,5.5,20.9,3.48,2018,71,213,4.54,14,34.5,120,4.32,7.11
"220","Korey Robertson",47774,"WR","SO MISS",13,11.1,20,65,54.3,19,35,1,9.5,8,49,296,1,60.5,54.6,79,NA,80,0,0,2,70,0,0,452,4,76,95.4,431,2.9,13,122.3,117,12,97.1,439,1097,385,5.1,14.4,2.55,2018,72.63,212,4.56,13,34,123,4.4,7.55
"221","Christian Kirk",47546,"WR","TEXAS A&M",13,10.2,8,63.4,42.9,9,21,0,7.8,6,43,312,0,71.2,72.6,78.1,NA,79.2,0.7,3,2,81,0,0,422,2,71,94.8,400,93.8,396,111.4,112,10,2.8,12,919,381,5.4,12.9,2.3,2018,70.38,201,4.47,20,35.5,115,4.45,7.09
"222","Dylan Cantrell",47782,"WR","TEXAS TECH",13,9.8,12,63.4,44.4,16,36,0,4.1,3,51,315,0,79.3,75.8,71.1,23.8,72.2,1.9,11,3,42,0.3,2,576,4,71,94.8,546,17,98,94.9,112,7,80.7,465,815,342,4.8,11.5,1.49,2018,74.88,226,4.59,18,38.5,130,4.03,6.56
"223","Cam Phillips",47593,"WR","VA TECH",12,11.6,10,65.1,34.8,8,23,0,2.7,2,46,337,1,88.4,60.9,85.8,NA,86.1,0.3,1,2,45,0,0,340,1,71,95.3,324,17.9,61,107,109,7,81.8,278,964,338,4.8,13.6,2.98,2018,72.13,201,4.79,12,29.5,113,4.45,7.19
"224","Jordan Lasley",48202,"WR","UCLA",9,12.8,13,66.3,54.2,13,24,1,15.9,13,46,324,0,43.2,76.6,82.1,NA,83.4,0.2,1,3,59,0,0,417,3,69,96.2,401,10.6,44,124.8,104,9,89.2,372,1264,505,7.3,18.3,3.15,2018,73,203,4.5,8,34.5,112,4.19,7.27
"225","Dante Pettis",48113,"WR","WASHINGTON",13,11.3,6,63.3,47.4,9,19,0,4.6,3,38,340,2,81.2,66.9,81.4,NA,80.5,0.3,1,2,73,0,0,312,1,62,94.6,295,15.4,48,102.3,98,7,84,262,757,282,4.5,12.2,2.57,2018,72.5,186,NA,NA,NA,NA,NA,NA
"226","Calvin Ridley",48262,"WR","ALABAMA",14,11.7,2,64.9,18.8,3,16,1,10,7,42,103,0,63.3,75.4,77.9,NA,79.2,0,0,2,78,0,0,363,2,63,95.9,348,23.4,85,106.3,97,5,74.9,272,967,395,6.3,15.3,2.78,2018,72.5,189,4.43,15,31,110,4.41,6.88
"227","Marquez Valdes-Scantling",47809,"WR","USF",12,15.8,7,57,45,9,20,0,14.5,9,32,327,0,46.6,76.3,71.1,NA,69.7,0.3,1,1,95,0,0,395,3,53,95.9,379,24.8,98,105.8,93,6,74.9,296,875,325,6.1,16.5,2.31,2018,76,206,4.37,15,30.5,124,4.17,6.85
"228","Marcell Ateman",23670,"WR","OKLA STATE",13,15.6,5,66.7,55.2,16,29,0,4.8,3,49,262,1,79.8,50,89.3,NA,87.9,0,0,1,69,0,0,357,2,60,92.4,330,2.8,10,134.7,90,8,97.2,347,1160,336,5.6,19.3,3.52,2018,76.5,216,4.62,13,34,121,4.25,7.07
"229","Deon Cain",13597,"WR","CLEMSON",14,13.1,9,64.4,40,8,20,0,7.9,5,35,140,0,60.4,74.6,73.1,NA,74.7,0,0,2,61,0,0,370,3,58,95.7,354,3.5,13,102.7,90,6,96.5,357,734,215,3.7,12.7,2.07,2018,73.88,202,4.43,11,33.5,115,4.37,6.71
"230","Davon Grayson",38079,"WR","E CAROLINA",11,14,11,65.6,50,15,30,0,9.2,6,42,156,0,64.7,76.1,76.4,NA,76.4,0,0,3,75,0,0,428,3,59,92.5,396,5.4,23,106.1,90,6,94.4,404,886,307,5.2,15,2.24,2018,72.75,199,4.51,19,34.5,124,4.4,7.14
"231","Braxton Berrios",47961,"WR","MIAMI FL",13,10.9,8,65.5,70,7,10,0,6.8,4,35,220,0,74,87.8,71.8,NA,71.2,0,0,1,55,0,0,421,1,55,95.7,403,97.1,409,121.1,84,9,2.9,12,680,261,4.7,12.4,1.69,2018,68.63,184,4.44,11,36,110,4.18,6.72
"232","Devin Ross",47687,"WR","COLORADO",12,11.8,2,52.4,18.2,2,11,0,14,7,23,143,0,49.3,74.1,56.6,NA,56.6,0,0,5,37,0,0,432,0,43,96.3,416,99.3,429,54.3,82,2,0.5,2,508,219,5.1,11.8,1.22,2018,69.38,192,4.52,16,35,123,4.23,6.94
"233","Jester Weah",48162,"WR","PITTSBURGH",12,17.5,6,51.3,28,7,25,1,14.6,7,26,268,1,42.8,40.8,64.8,NA,64,0,0,2,74,0,0,375,2,41,97.3,365,8.5,32,87.4,80,4,91.5,343,698,209,5.1,17,1.91,2018,74.25,211,4.43,15,38,129,4.41,7.24
"234","Adonis Jennings",47991,"WR","TEMPLE",13,13.2,2,55.8,33.3,5,15,0,10.4,5,24,306,1,67.5,45.7,65.4,NA,65.1,0.8,3,3,74,0,0,389,3,43,95.6,372,7.5,29,103,77,7,91.8,357,745,188,4.4,17.3,2,2018,74.25,203,4.57,NA,31,116,4.31,7.06
"235","Trent Sherfield",48021,"WR","VANDERBILT",12,11.9,4,67.6,66.7,10,15,0,12.3,7,39,333,0,56.8,76.1,77.9,NA,77.4,0,0,5,38,0,0,336,0,50,93.5,314,12.5,42,93.8,74,5,87.5,294,729,208,4.2,14.6,2.32,2018,72.25,203,4.45,19,32.5,125,4.2,6.9
"236","Javon Wims",41406,"WR","GEORGIA",15,13.7,10,62.2,44,11,25,0,13.2,7,36,173,0,51.6,73.4,79.9,NA,78.2,0,0,2,38,0,0,297,1,46,94.9,282,17.2,51,114.9,74,7,82.8,246,724,163,3.5,15.7,2.57,2018,74.88,215,4.53,NA,33.5,113,4.53,7
"237","Keith Kirkwood",48017,"WR","TEMPLE",13,14.8,8,61.6,50,6,12,0,8.2,4,37,306,0,68.2,73.8,81.8,61,81.1,0,0,4,51,0.3,1,334,2,45,95.2,318,29.3,98,100.9,73,7,70.7,236,671,196,4.4,14.9,2.11,2018,74.5,221,4.45,NA,35,125,4.43,6.94
"238","Cameron Batson",47669,"WR","TEXAS TECH",13,5.1,4,81.9,57.1,4,7,0,4.8,3,20,315,3,79.5,38.2,61.7,72.5,60.6,0,0,1,30,0.2,1,436,3,59,94.7,413,92.4,403,112.2,72,5,7.1,31,487,319,5.4,8.3,1.18,2018,68.25,175,4.35,14,39,124,4,6.69
"239","Equanimeous St. Brown",47967,"WR","NOTRE DAME",13,15,5,46.5,37.5,6,16,0,8.3,3,23,258,0,67.4,72.2,71.1,61.9,69.6,0.3,1,4,75,0.3,1,319,1,33,95,303,21.3,68,66.3,71,4,78.4,250,515,152,4.6,15.6,1.7,2018,76.75,214,4.48,20,34.5,NA,NA,NA
"240","Garrett Johnson",47450,"WR","KENTUCKY",13,9.8,11,68.6,36.4,4,11,0,2,1,24,202,2,87.1,26.4,68.7,NA,68.1,0,0,2,64,0,0,286,0,48,93.4,267,86.7,248,88.8,70,2,12.9,37,537,332,6.9,11.2,2.01,2018,70.25,169,4.5,12,40,118,4.26,6.81
"241","Josh Stewart",48066,"WR","UTSA",11,12.1,3,56.5,40.9,9,22,0,11.4,5,25,331,1,59.3,73,65.9,NA,66.2,0,0,2,42,0,0,341,5,39,94.1,321,2.6,9,82.9,69,3,97.4,332,518,145,3.7,13.3,1.61,2014,69.88,178,4.69,11,35,116,4.33,7.1
"242","Brandon Powell",48036,"WR","FLORIDA",11,8,4,61.8,0,0,7,0,10.6,5,25,163,0,60.5,79.1,71.6,NA,71.4,1.2,3,1,31,0,0,255,2,42,97.6,249,89.8,229,87,68,3,9,23,406,196,4.7,9.7,1.63,2018,68,181,4.59,NA,32,115,4.15,6.88
"243","Auden Tate",48192,"WR","FLORIDA ST",12,13.4,4,59.7,66.7,12,18,0,4.8,2,28,167,0,77.6,72.9,75.7,NA,75.2,0.3,1,5,51,0,0,321,0,40,95.3,306,11.5,37,94.4,67,10,88.2,283,548,124,3.1,13.7,1.79,2018,76.88,228,4.68,NA,31,112,4.58,7.37
"244","John Diarse",47437,"WR","TCU",14,13.7,8,54.7,33.3,6,18,0,7.9,3,26,305,0,68.2,72.3,67,NA,65.9,0,0,2,67,0,0,402,2,35,96,386,3.2,13,87.6,64,3,96.8,389,574,216,6.2,16.4,1.49,2018,71.38,211,4.58,14,33.5,121,4.4,7.19
"245","Byron Pringle",42345,"WR","KANSAS ST",12,18.1,2,50.8,42.9,6,14,0,18.4,7,22,199,1,40.4,53.7,64.5,NA,63.4,0,0,4,60,0,0,279,3,31,91,254,4.7,13,97.8,61,6,95.3,266,701,142,4.6,22.6,2.76,2018,73.13,203,4.46,15,33.5,120,4.4,6.87
"246","Damion Ratley",48182,"WR","TEXAS A&M",13,17.1,6,55.6,40,4,10,0,6.3,2,24,312,0,72.7,71.9,68,NA,67.3,0,0,3,76,0,0,382,1,30,95,363,6.5,25,114.4,54,6,93.5,357,694,327,10.9,23.1,1.91,2018,73.75,196,4.39,12,38,124,4.23,6.92
"247","Ricky Jeune",47781,"WR","GA TECH",11,20.7,3,54.3,41.7,5,12,0,3.8,1,19,176,0,77.8,71.8,79.8,NA,82.8,0,0,0,80,0,0,172,0,25,93.6,161,3.5,6,136.3,46,6,95.3,164,545,142,5.7,21.8,3.39,2018,74.13,213,4.56,15,36,119,4.39,6.96
"248","Charles Nelson",47665,"WR","OREGON",10,8.9,2,71.1,20,1,5,0,5.9,2,15,264,0,74,79.9,67.6,NA,65,0,0,2,50,0,0,209,1,32,95.2,199,85.2,178,87.6,45,1,12.9,27,404,225,7,12.6,2.03,2018,68.13,176,4.57,16,31.5,114,4.35,7.06
"249","Donald Gray",48216,"WR","MISS STATE",8,11.7,1,55.8,38.1,8,21,0,14.3,4,11,227,0,51.4,78.9,60.1,NA,58.5,0,0,2,24,0,0,185,0,24,94.1,174,23.8,44,73.3,43,3,76.2,141,215,58,2.4,9,1.24,2018,69.63,204,4.62,16,32,118,4.41,7.12
"250","Armanti Foreman",48286,"WR","TEXAS",10,8.8,9,72.1,40,2,5,0,11.4,4,15,311,0,60.9,75.9,74.8,NA,75.2,0.6,1,1,33,0,0,181,1,31,94.5,171,95.6,173,110.6,43,4,1.7,3,280,162,5.2,9,1.64,2018,71.75,205,4.58,17,35,120,4.28,7.23
"251","Chris Lacy",29726,"WR","OKLA STATE",12,14.5,2,50,25,3,12,0,13,3,19,262,1,53.5,28.6,62.1,NA,63.1,0,0,1,32,0,0,189,2,20,96.3,182,3.7,7,60.8,40,0,96.3,182,264,64,3.2,13.2,1.45,2018,75,205,4.51,11,33.5,120,4.6,7.29
"252","Russell Gage",44771,"WR","LSU",13,12,0,53.8,33.3,2,6,1,8.7,2,14,211,0,65.7,61.3,67.9,NA,68.6,1,2,0,34,0,0,202,2,21,96,194,61.9,125,103,39,3,32.7,66,285,33,1.6,13.6,1.47,2018,72,186,4.5,15,39,122,4.25,7.03
"253","Austin Proehl",48223,"WR","N CAROLINA",6,11.4,3,65.6,33.3,2,6,1,0,0,18,245,0,86.3,75.6,71.4,NA,73.4,2.6,4,2,47,0,0,153,1,21,94.8,145,26.8,41,85,32,1,69.3,106,337,96,4.6,16,2.32,2018,69.13,182,NA,11,34,113,4.07,6.75
"254","Saeed Blacknall",48088,"WR","PENN STATE",13,15.3,7,53.1,33.3,1,3,0,5.6,1,14,266,0,71.9,69.7,59.9,NA,59.7,0,0,1,38,0,0,250,2,17,96.4,241,16.4,41,91.8,32,2,83.6,209,289,107,6.3,17,1.2,2018,74,208,4.37,24,32.5,127,4.19,6.77
"255","Josh Stewart",40195,"WR","TULSA",11,12.3,0,43.3,0,0,2,0,7.1,1,8,320,0,67.5,68.7,52.2,NA,50.2,0,0,0,31,0,0,271,2,13,93.4,253,2.2,6,60.7,30,0,97.8,265,162,77,5.9,12.5,0.64,2014,69.88,178,4.69,11,35,116,4.33,7.1
"256","Robert Foster",48230,"WR","ALABAMA",14,12.3,3,53.8,60,3,5,0,17.6,3,6,103,2,43.8,12,48.6,NA,47.4,0,0,0,52,0,0,240,0,14,95.4,229,2.5,6,87.3,26,1,97.5,234,172,145,10.4,12.3,0.75,2018,73.63,196,4.41,NA,31,116,4.2,6.9
"257","Cam Sims",47908,"WR","ALABAMA",14,12.3,4,56,28.6,2,7,0,6.7,1,12,103,0,68.7,69,61.1,NA,60.8,0.5,1,1,60,0,0,217,0,14,95.9,208,82.9,180,79.9,25,1,16.6,36,207,108,7.7,14.8,1,2018,75.63,212,4.59,NA,34,123,4.49,7.57
"258","Quadree Henderson",48008,"WR","PITTSBURGH",12,4.7,0,73.9,NA,0,0,0,5.6,1,6,268,0,71.9,72.3,62.5,NA,58.7,4.7,5,2,74,0,0,106,0,17,98.1,104,72.6,77,61.1,23,0,17.9,19,186,173,10.2,10.9,1.79,2018,68,192,4.5,12,32.5,120,4.28,6.89
"259","James Clark",48149,"WR","VA TECH",10,14,0,53.3,40,2,5,0,11.1,1,4,337,0,61,72.6,65.4,NA,62.6,0,0,0,34,0,0,104,0,8,94.2,98,16.3,17,72.1,15,0,83.7,87,92,33,4.1,11.5,0.94,2018,69,180,4.49,6,36.5,123,4.31,7.32
"260","Jordan Smallwood",47753,"WR","OKLAHOMA",13,3.5,2,90.9,NA,0,0,0,0,0,4,261,0,80.9,70.2,59.2,66.9,58.9,1.6,2,0,29,1.6,2,122,2,10,96.7,118,3.3,4,133.7,11,1,95.1,116,97,64,6.4,9.7,0.82,2018,74,219,4.53,21,39,130,4.26,6.95
"261","Taj Williams",48333,"WR","TCU",8,27.3,0,50,100,1,1,0,0,0,1,305,0,70.7,62.9,64,NA,63.3,0,0,0,26,0,0,21,0,2,95.2,20,4.8,1,117.7,4,1,95.2,20,33,7,3.5,16.5,1.65,2018,74.88,199,4.5,NA,34,124,4.44,7.05
"262","Thadd Smith",48041,"WR","BOSTON COL",13,19.8,1,25,NA,0,0,0,50,1,1,121,0,24.5,51.1,60.2,NA,51.9,0,0,0,42,0,0,54,1,1,100,54,38.9,21,110.4,4,1,57.4,31,42,24,24,42,0.78,2018,68.38,167,4.51,10,34,120,4.43,7
"263","Preston Williams",38855,"WR","COLO STATE",12,14,11,58.4,43.8,14,32,0,9.3,10,65,144,1,66,46.5,83.7,NA,84.3,0,0,6,69,0,0,539,4,97,94.2,508,13.2,71,97.4,166,14,86.8,468,1339,375,3.9,13.8,2.64,2019,76.25,211,4.61,NA,31.5,116,4.35,7.11
"264","Andy Isabella",47448,"WR","UMASS",12,12.1,18,69.2,36,9,25,0,5.6,6,67,216,1,81.3,73.9,93.2,NA,93.8,0.9,4,3,89,0,0,434,6,101,94.2,409,42.2,183,129.3,146,13,55.8,242,1696,737,7.3,16.8,4.15,2019,68.75,188,4.31,15,36.5,121,4.15,6.95
"265","John Ursua",26586,"WR","HAWAII",13,12.1,18,61.4,47.6,10,21,0,12.7,13,58,180,1,49.4,59.4,71.5,NA,71.7,0.2,1,2,80,0,0,606,3,89,95.2,577,96.2,583,122.9,145,16,3,18,1343,547,6.1,15.1,2.33,2019,69.13,178,4.56,17,37,120,4.16,6.77
"266","Tyre Brady",41818,"WR","MARSHALL",13,13.1,6,49.7,36,9,25,0,11.3,9,47,214,1,58.4,53.7,77.3,NA,77.4,0,0,5,50,0,0,475,3,71,95.8,455,12.4,59,78.8,143,9,87.6,416,992,313,4.4,14,2.18,2019,74.88,211,4.76,12,32,117,4.25,7.24
"267","Dillon Mitchell",42338,"WR","OREGON",13,14.6,16,57.7,27.8,10,36,0,9.6,8,51,264,1,63.9,57.3,80.8,NA,82.5,0,0,1,67,0,0,429,2,75,95.1,408,23.3,100,110.5,130,10,76.5,328,1184,386,5.1,15.8,2.9,2019,73.25,197,4.46,12,36.5,122,4.29,6.93
"268","KeeSean Johnson",39587,"WR","FRESNO ST",14,11.1,16,74.4,47.8,11,23,1,6.8,7,54,169,0,74.8,79.9,83.8,NA,84.9,0,0,2,45,0,0,454,3,96,96.7,439,30.4,138,121.8,129,8,69.6,316,1345,522,5.4,14,3.06,2019,73.13,201,4.6,14,30,117,4.23,7.28
"269","Antoine Wesley",39967,"WR","TEXAS TECH",12,12.1,12,69.3,53.6,15,28,0,2.2,2,55,315,0,91,76.4,83.8,NA,83.6,0,0,1,66,0,0,576,0,88,94.4,544,6.3,36,126.4,127,9,93.8,540,1408,628,7.1,16,2.59,2019,76.13,206,4.68,6,37,117,4.26,7.07
"270","Greg Dortch",42237,"WR","WAKE",12,8.2,12,70.6,36.8,7,19,0,4.3,4,50,339,0,88.1,74,84.9,NA,87.7,0,0,5,54,0,0,423,1,89,95.5,404,87.2,369,101.2,126,8,12.8,54,1078,481,5.4,12.1,2.67,2019,67.13,173,4.59,NA,33,109,4.08,6.89
"271","Jakobi Meyers",47468,"WR","NC STATE",12,9,12,76,77.3,17,22,0,3.2,3,48,248,0,91.4,77.6,82.5,76.2,86.2,1.7,7,4,39,0.5,2,414,3,92,95.4,395,94.9,393,98.8,121,4,2.4,10,1048,369,4,11.4,2.65,2019,73.63,203,4.63,13,37,118,4.23,7.07
"272","Lil'Jordan Humphrey",42247,"WR","TEXAS",14,9.2,28,71.7,66.7,16,24,0,6.5,6,54,311,1,75.6,64.4,82.6,76.2,83.6,0,0,4,47,0.4,2,495,3,86,94.7,469,91.1,451,113.8,120,9,8.5,42,1176,592,6.9,13.7,2.51,2019,75.63,210,4.75,13,33.5,119,4.29,7.09
"273","Kelvin Harmon",47931,"WR","NC STATE",12,15.1,5,69.2,56.7,17,30,1,4.7,4,55,248,0,81.7,75.9,83.5,62.1,84.4,0,0,1,74,0.2,1,439,3,81,95.4,419,3.6,16,118.4,117,7,96.4,423,1186,253,3.1,14.6,2.83,2019,74.13,221,4.6,18,32.5,117,4.32,7.15
"274","David Sills",34579,"WR","W VIRGINIA",12,14.3,9,55.6,36.7,11,30,0,9.7,7,43,343,1,59.6,60.7,72.6,NA,73.5,0,0,3,65,0,0,477,5,65,95,453,34.6,165,112.4,117,15,65.4,312,986,312,4.8,15.2,2.18,2019,75.25,211,4.57,14,37.5,117,4.28,6.97
"275","A.J. Brown",48327,"WR","OLE MISS",12,11.2,17,73,40,8,20,0,5.6,5,47,226,1,78.8,56.5,79.3,NA,80.4,0,0,4,84,0,0,456,5,84,95.2,434,58.6,267,113.2,115,6,40.4,184,1307,600,7.1,15.6,3.01,2019,72.5,226,4.49,19,36.5,120,4.25,7
"276","N'Keal Harry",48297,"WR","ARIZONA ST",12,10.4,17,64.6,51.4,19,37,0,6.4,5,48,110,1,75.4,65.6,86,NA,87.3,0.7,3,1,61,0,0,424,2,73,94.8,402,32.1,136,118.9,113,9,66.5,282,1088,515,7.1,14.9,2.71,2019,74.88,228,4.53,27,38.5,122,4.28,7.05
"277","Parris Campbell",47940,"WR","OHIO STATE",14,4.7,15,82,71.4,5,7,0,5.2,5,50,260,0,80.6,77.9,86,71,87.6,0.9,3,1,78,0.6,2,330,0,91,93.6,309,87.3,288,139.2,111,12,11.5,38,1071,809,8.9,11.8,3.47,2019,71.88,205,4.31,11,40,135,4.03,NA
"278","Travis Fulgham",48023,"WR","DOMINION",12,15.6,4,58.9,57.7,15,26,0,7.4,5,51,263,0,71.7,74.8,80.1,NA,79.3,0,0,5,62,0,0,519,1,63,94.8,492,11.2,58,101.9,107,9,88.8,461,1083,209,3.3,17.2,2.2,2019,74.38,215,4.58,15,36.5,126,4.22,6.84
"279","Jalen Hurd",45752,"WR","BAYLOR",12,10.6,12,65.1,22.2,4,18,1,11.5,9,53,118,0,56.5,83.5,76.8,21.9,76.9,0,0,3,38,0.8,4,475,6,69,94.9,451,95.6,454,94.3,106,4,3.2,15,946,358,5.2,13.7,2.1,2019,76.63,226,4.64,23,35.5,124,4.15,NA
"280","Hakeem Butler",47928,"WR","IOWA STATE",13,16.5,15,57.7,56.7,17,30,0,15.5,11,47,193,0,39.7,74.8,82.4,NA,82.9,0,0,3,83,0,0,430,4,60,93.7,403,27.4,118,119.1,104,9,72.6,312,1318,413,6.9,22,3.27,2019,77.63,227,4.48,18,36,128,4.16,7.09
"281","Flynn Nagel",48118,"WR","NWESTERN",13,8.2,10,66.3,50,10,20,0,6.8,5,37,256,0,74.4,76.6,73.9,NA,74.1,0,0,5,61,0,0,415,1,69,94.7,393,98.3,408,75,104,2,1.7,7,780,383,5.6,11.3,1.98,2019,71.25,188,4.73,11,28.5,102,4.21,6.95
"282","Marquise Brown",61568,"WR","OKLAHOMA",14,12.7,18,72.8,33.3,3,9,1,8.5,7,52,261,0,68.2,76.4,85,NA,87,0,0,3,77,0,0,387,3,75,95.6,370,23,89,135.1,103,10,75.2,291,1318,639,8.5,17.6,3.56,2019,69.38,166,NA,NA,NA,NA,NA,NA
